Job Title,Rating,Company Name,Size,Founded,Type of ownership,Sector,Position,lower_salary,higher_salary,city,state,state_full
Compliance Analyst,3.9,Texas Capital Bancshares,1001 to 5000 employees,1998,Company - Public,Finance,1,38000,76000,Richardson,TX,Texas
"Associate, Business Systems Analyst",3.1,Santander,10000+ employees,1856,Company - Private,Finance,1,38000,76000,Dallas,TX,Texas
IT Business Analyst - NetSuite and/or Salesforce,3.5,Spok,501 to 1000 employees,1984,Company - Public,Information Technology,1,38000,76000,Plano,TX,Texas
SAP Business Analyst 3,3.4,McKesson,10000+ employees,1833,Company - Public,Health Care,1,38000,76000,Irving,TX,Texas
Business Support Analyst,3.4,PennyMac,1001 to 5000 employees,2008,Company - Public,Finance,1,38000,76000,Plano,TX,Texas
Sales Incentive Analyst,3.5,"Bluebeam, Inc.",201 to 500 employees,2002,Subsidiary or Business Segment,Information Technology,1,38000,76000,Dallas,TX,Texas
Senior Business Analyst - LoanIQ,3.2,Finastra,10000+ employees,2017,Company - Private,Finance,1,38000,76000,Plano,TX,Texas
Associate Business Analyst,3.7,Vizient,1001 to 5000 employees,1977,Company - Private,Health Care,1,38000,76000,Irving,TX,Texas
Supply Chain Business Analyst,3.7,Motorola Solutions,10000+ employees,1928,Company - Public,Information Technology,1,38000,76000,Plano,TX,Texas
Sales Operations Analyst,3.4,Imperva,1001 to 5000 employees,2002,Company - Private,Information Technology,1,38000,76000,Plano,TX,Texas
Business Analyst,3.8,Mondo,51 to 200 employees,2000,Company - Private,Business Services,1,38000,76000,Dallas,TX,Texas
Identity & Access Management Analyst,3.9,Texas Capital Bancshares,1001 to 5000 employees,1998,Company - Public,Finance,1,38000,76000,Richardson,TX,Texas
Data Analyst II,4,"Insight Enterprises, Inc.",5001 to 10000 employees,1988,Company - Public,Information Technology,1,38000,76000,Plano,TX,Texas
Data Analyst,4,Connor Group,201 to 500 employees,2006,Company - Private,Accounting & Legal,1,38000,71000,Santa Clara,CA,California
"Business Marketing Analyst, High Performance Analog & Accelerators",2.6,Exar,201 to 500 employees,1971,Company - Public,Manufacturing,1,38000,71000,San Jose,CA,California
Senior Market Research Analyst,3.6,eBay,10000+ employees,1995,Company - Public,Information Technology,1,38000,71000,San Jose,CA,California
"Senior Business Systems Analyst, Sales",4.4,Atlassian,1001 to 5000 employees,2002,Company - Public,Information Technology,1,38000,71000,Mountain View,CA,California
Salesforce Business Analyst,3.3,Pan Asia Resources,51 to 200 employees,2003,Company - Private,Information Technology,1,38000,71000,Pleasanton,CA,California
Microsoft Dynamics CRM Data Analyst,3.7,IBM,10000+ employees,1911,Company - Public,Information Technology,1,38000,71000,San Jose,CA,California
Marketing Data Analyst,3.9,"Joomag, Inc.",51 to 200 employees,2009,Company - Private,Information Technology,1,38000,71000,San Jose,CA,California
Entry level - Business Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,38000,71000,San Jose,CA,California
Sr. Business Analyst,3.2,Calsoft Labs,1001 to 5000 employees,1992,Company - Private,Information Technology,1,38000,71000,Sunnyvale,CA,California
Business Analyst with Scripting,3.2,Yochana,201 to 500 employees,2009,Company - Private,Business Services,1,38000,71000,San Jose,CA,California
Data Analyst,4.4,Adwait Algorithm,51 to 200 employees,2015,Company - Private,Information Technology,1,38000,71000,Santa Clara,CA,California
Project Analyst,4,CYNET SYSTEMS,501 to 1000 employees,2010,Company - Private,Information Technology,1,38000,71000,Santa Clara,CA,California
Principal Business Systems Analyst (Consumer Products),3.3,Palo Alto Networks,5001 to 10000 employees,2005,Company - Public,Information Technology,1,38000,71000,Santa Clara,CA,California
Senior Financial Business Analyst,3.3,Employnet Inc,51 to 200 employees,1992,Company - Private,Business Services,1,38000,71000,San Jose,CA,California
Competitive Research Analyst,4.2,Vmware,10000+ employees,1998,Company - Public,Information Technology,1,38000,71000,Palo Alto,CA,California
Learning and Development Business Intelligence Analyst,4.5,Rose International,1001 to 5000 employees,1993,Company - Private,Business Services,1,38000,82000,Austin,TX,Texas
Business Analyst,4.8,Metasys Technologies,201 to 500 employees,2000,Company - Private,Business Services,1,38000,82000,Austin,TX,Texas
Data Analyst,4.3,Lightspeed Systems,51 to 200 employees,1999,Company - Private,Information Technology,1,38000,82000,Austin,TX,Texas
Business Systems Analyst - Mid-Level,3.6,CACI International,10000+ employees,1962,Company - Public,Aerospace & Defense,1,38000,82000,Austin,TX,Texas
Business Analyst,4,TALENT Software Services,51 to 200 employees,1987,Company - Private,Information Technology,1,38000,82000,Austin,TX,Texas
Customer Experience Analyst,4,Natera,501 to 1000 employees,2004,Company - Public,Biotech & Pharmaceuticals,1,38000,82000,Austin,TX,Texas
Business Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,38000,82000,Austin,TX,Texas
"Business Analyst, Consultant - Salesforce",3.4,Guidehouse,5001 to 10000 employees,2018,Company - Private,Business Services,1,38000,82000,Austin,TX,Texas
Business Intelligence Consultant,3.9,City of Austin Texas,10000+ employees,1839,Government,Government,1,38000,82000,Austin,TX,Texas
Entry Level Accenture Infrastructure Advisory Analyst,4.2,Solekai Systems Corp,1 to 50 employees,2002,Company - Private,Information Technology,1,38000,82000,Austin,TX,Texas
Business Intelligence Analyst,3.6,"Iconma, L.L.C.",1001 to 5000 employees,2000,Company - Private,Business Services,1,38000,82000,Austin,TX,Texas
Junior Business Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,38000,82000,Austin,TX,Texas
Business System Analyst,3.7,22nd Century Technologies,1001 to 5000 employees,1997,Company - Private,Information Technology,1,38000,82000,Austin,TX,Texas
Business Analyst - Entry Level,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,38000,82000,Austin,TX,Texas
Sr. Business Analyst - Remote,3.3,Allscripts,5001 to 10000 employees,1986,Company - Public,Information Technology,1,38000,82000,Austin,TX,Texas
Senior Business Analyst,3.5,University Federal Credit Union,501 to 1000 employees,1936,Nonprofit Organization,Finance,1,38000,82000,Austin,TX,Texas
Business Analyst III,4.7,Voca,201 to 500 employees,2005,Company - Private,Business Services,1,38000,82000,Austin,TX,Texas
Technical Business Analyst,3.6,Arrow Digital,51 to 200 employees,2005,Company - Private,Information Technology,1,38000,82000,Austin,TX,Texas
Reconciliation Data Operations Analyst,3.6,eBay,10000+ employees,1995,Company - Public,Information Technology,1,38000,82000,Austin,TX,Texas
Business Systems Analyst II,2.9,Lower Colorado River Authority,1001 to 5000 employees,1934,Government,Government,1,38000,82000,Austin,TX,Texas
"BUSINESS SYSTEMS ANALYST, LEAD",3.6,BBVA,10000+ employees,1857,Company - Private,Finance,1,38000,82000,Austin,TX,Texas
Technology Analyst,3.1,Infosys,10000+ employees,1981,Company - Public,Information Technology,1,38000,82000,Austin,TX,Texas
Business Analyst II,4.4,DHI Mortgage,1001 to 5000 employees,1980,Subsidiary or Business Segment,Finance,1,38000,82000,Austin,TX,Texas
Senior ERP Business Systems Analyst,3.8,Flex,10000+ employees,1969,Company - Public,Manufacturing,1,38000,82000,Austin,TX,Texas
"Jr. Data Analyst, Master Data",3.2,IntegriChain,201 to 500 employees,2005,Company - Private,Information Technology,2,38000,68000,Philadelphia,PA,Pennsylvania
Data Analyst,2.4,PMHCC Inc.,501 to 1000 employees,1987,Nonprofit Organization,Health Care,2,38000,68000,Philadelphia,PA,Pennsylvania
Neuroimaging Data Analyst Junior,4.3,University of Pennsylvania,10000+ employees,1740,College / University,Education,2,38000,68000,Philadelphia,PA,Pennsylvania
Healthcare Data Analytics Analyst,3.1,AmeriHealth Caritas,5001 to 10000 employees,1983,Company - Private,Insurance,2,38000,68000,Philadelphia,PA,Pennsylvania
CCB Risk - Fraud Risk Data Analyst - Associate,3.9,JPMorgan Chase & Co.,10000+ employees,1799,Company - Public,Finance,2,38000,68000,Wilmington,DE,Delaware
Data Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,2,38000,68000,Philadelphia,PA,Pennsylvania
Analyst Data Intelligence (US),2.4,Avantor,10000+ employees,1904,Company - Public,Biotech & Pharmaceuticals,2,38000,68000,Radnor,PA,Pennsylvania
Data Analyst,4.2,Tandigm Health LLC,51 to 200 employees,2014,Company - Private,Health Care,2,38000,68000,West Conshohocken,PA,Pennsylvania
Clinical Data Analyst,4.3,University of Pennsylvania,10000+ employees,1740,College / University,Education,2,38000,68000,Philadelphia,PA,Pennsylvania
"Data Analyst, Value Based Payment (VBP)",2.7,Change Healthcare,10000+ employees,2007,Company - Public,Information Technology,2,38000,68000,King of Prussia,PA,Pennsylvania
Data Strategy Analyst,3.9,Mondo,51 to 200 employees,2000,Company - Private,Business Services,2,38000,68000,Wilmington,DE,Delaware
Business Data Analyst,3.5,Dextro Software Systems,51 to 200 employees,1993,Company - Private,Information Technology,2,38000,68000,Bensalem,PA,Pennsylvania
"Senior Data Analyst, Specialist",3.2,Vanguard,10000+ employees,1975,Company - Private,Finance,2,38000,68000,Malvern,PA,Pennsylvania
Data Analyst/Architect,2.7,TechUSA,1001 to 5000 employees,1998,Company - Private,Business Services,2,38000,68000,Philadelphia,PA,Pennsylvania
Sr Data Analyst,3.9,Mondo,51 to 200 employees,2000,Company - Private,Business Services,2,38000,68000,Philadelphia,PA,Pennsylvania
Data Analyst - Contractor,3.1,ConnectiveRx,1001 to 5000 employees,2015,Company - Private,Biotech & Pharmaceuticals,2,38000,68000,King of Prussia,PA,Pennsylvania
SQL Data Analyst,4.5,Piper Companies,201 to 500 employees,2011,Company - Private,Business Services,2,38000,68000,Horsham,PA,Pennsylvania
Data Analyst/Records Management,3.8,"Innovative Development, LLC",51 to 200 employees,1992,Company - Private,Business Services,2,38000,68000,Exton,PA,Pennsylvania
Senior Data Analyst,4.1,Collabera,10000+ employees,1991,Company - Private,Information Technology,2,38000,68000,Philadelphia,PA,Pennsylvania
Data Governance Analyst,3.5,"Genuent Global, LLC",201 to 500 employees,2006,Company - Private,Business Services,2,38000,68000,Wayne,PA,Pennsylvania
Data Analyst,4.3,"Fast Switch, LTD",501 to 1000 employees,1996,Company - Private,Information Technology,3,38000,59000,Northbrook,IL,Illinois
"Associate Research Scientist (Senior Scientist)- Protein HPLC ( SEC , IEX , RP )",3.7,Pharmaceutical Product Development,10000+ employees,1985,Company - Public,Biotech & Pharmaceuticals,3,38000,59000,Chicago,IL,Illinois
Data & Analytics Consultant |,4.6,Systems Evolution,201 to 500 employees,1992,Company - Private,Business Services,3,38000,59000,Chicago,IL,Illinois
"Senior Scientist, Decision Sciences",3.4,Epsilon,5001 to 10000 employees,1969,Subsidiary or Business Segment,Business Services,3,38000,59000,Chicago,IL,Illinois
Data Analyst / Business Lead Generation Specialist [Part-Time],2.5,BankFinancial,201 to 500 employees,2005,Company - Public,Finance,3,38000,59000,Downers Grove,IL,Illinois
Visiting Undergraduate Affairs Data Analyst - Office of the Vice Provost for Undergraduate Affairs & Academic Programs,4.1,University of Illinois at Chicago,5001 to 10000 employees,1982,College / University,Education,3,38000,59000,Chicago,IL,Illinois
Data Analyst,3.6,Kelly Mitchell Group,1001 to 5000 employees,1998,Company - Private,Business Services,3,38000,59000,Downers Grove,IL,Illinois
Data Analyst,4.1,Kforce,10000+ employees,1966,Company - Public,Business Services,3,38000,59000,Evanston,IL,Illinois
"Data Analyst, Tax (Affordable Care Act) (ACA) (Manager) (Multiple Positions)",3.8,EY,10000+ employees,1989,Company - Private,Accounting & Legal,3,38000,59000,Chicago,IL,Illinois
Risk Analyst-Quantitative Researcher 120850,3.2,Open Systems Technologies (NYC),51 to 200 employees,1990,Company - Private,Business Services,3,38000,59000,Chicago,IL,Illinois
Data Analytics Manager,3.9,Wavicle Data,51 to 200 employees,2014,Private Practice / Firm,Information Technology,3,38000,59000,Chicago,IL,Illinois
Data Analyst - Rush Infectious Diseases,3.9,Rush University Medical Center,5001 to 10000 employees,1837,Hospital,Health Care,3,38000,59000,Chicago,IL,Illinois
"Senior Data Analyst, Sales",3.5,Flexport,1001 to 5000 employees,2013,Company - Private,Transportation & Logistics,3,38000,59000,Chicago,IL,Illinois
Senior Big Data Engineer - QuantumBlack,4.4,McKinsey & Company,10000+ employees,1926,Company - Private,Business Services,3,38000,59000,Chicago,IL,Illinois
"Manager, Data Science",4.1,Apple,10000+ employees,1976,Company - Public,Information Technology,3,38000,68000,Austin,TX,Texas
Medical Lab Scientist (MLS) Evenings,3.3,Ascension,10000+ employees,1999,Nonprofit Organization,Health Care,3,38000,68000,Austin,TX,Texas
Quantum Data Scientist- Industial Process Sector (Multiple Cities),3.7,IBM Corporation,10000+ employees,1911,Company - Public,Information Technology,3,38000,68000,Austin,TX,Texas
Machine Learning Engineer (Imaging),2.9,Samsung Electronics America Inc,1001 to 5000 employees,1938,Subsidiary or Business Segment,Information Technology,3,38000,68000,Austin,TX,Texas
Graphics (GPU) Performance Modeling Engineer,4.1,Apple,10000+ employees,1976,Company - Public,Information Technology,3,38000,68000,Austin,TX,Texas
Quantum Principal Data Scientist (Industrial-Discrete sector),3.7,IBM,10000+ employees,1911,Company - Public,Information Technology,3,38000,68000,Austin,TX,Texas
Data Engineer,3.9,Amazon,10000+ employees,1994,Company - Public,Information Technology,3,38000,68000,Austin,TX,Texas
Enterprise Cloud Data Architect,3.7,22nd Century Technologies,1001 to 5000 employees,1997,Company - Private,Information Technology,3,38000,68000,Austin,TX,Texas
Software Engineer - Data Team,3.9,The Zebra,51 to 200 employees,2012,Company - Private,Insurance,3,38000,68000,Austin,TX,Texas
Microsoft Dynamics CRM Data Analyst,3.7,IBM,10000+ employees,1911,Company - Public,Information Technology,3,38000,68000,Austin,TX,Texas
Data Engineer,4.4,Tachyon Technologies,201 to 500 employees,2011,Company - Private,Information Technology,3,38000,68000,Austin,TX,Texas
Environmental Data Analyst - Disaster Recovery,3.5,ICF,5001 to 10000 employees,1999,Company - Public,Business Services,3,38000,68000,Austin,TX,Texas
Reporting Data Architect,4.1,Apple,10000+ employees,1976,Company - Public,Information Technology,3,38000,68000,Austin,TX,Texas
Senior Staff Data Engineer,3.7,Bazaarvoice,501 to 1000 employees,2005,Company - Private,Information Technology,3,38000,68000,Austin,TX,Texas
Business Intelligence Analyst / Data Analyst,4,TalentCare,1 to 50 employees,2013,Company - Private,Health Care,3,38000,68000,Austin,TX,Texas
Data Engineer III,3.7,Time Warner Cable,10000+ employees,2003,Subsidiary or Business Segment,Media,3,38000,68000,Austin,TX,Texas
"Data Analyst, Law Enforcement Response Team",4.5,Facebook,10000+ employees,2004,Company - Public,Information Technology,3,38000,68000,Austin,TX,Texas
Data Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,3,38000,68000,Austin,TX,Texas
Data Engineer,4.9,"Treehouse Technology Group, LLC",1 to 50 employees,2013,Company - Private,Information Technology,3,38000,68000,Austin,TX,Texas
Data Engineer - Customer Analytics Platform,4.1,Apple,10000+ employees,1976,Company - Public,Information Technology,3,38000,68000,Austin,TX,Texas
Business Analyst (Chatbot),4.1,Arthur Lawrence,201 to 500 employees,2003,Company - Private,Business Services,1,39000,77000,Houston,TX,Texas
Data Analyst (Supply Chain) - May Reside Anywhere in the US - Up to 100% Travel,4.5,Maine Pointe,51 to 200 employees,2004,Company - Private,Business Services,1,39000,77000,Houston,TX,Texas
Jr Business Analyst,5,"Staffigo Technical Services, LLC",51 to 200 employees,2008,Company - Private,Information Technology,1,39000,77000,Houston,TX,Texas
"Business Analyst, Product Owner",3.2,Cybersoft Technologies,51 to 200 employees,1998,Company - Private,Information Technology,1,39000,77000,Houston,TX,Texas
